LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,flag
MAC002599,9/3/2013,1.133,0.034,2.539,20,1.044,27.481,0.364,yes
MAC001966,1/10/2014,2.601,2.371,2.902,19,0.175,37.496,1.246,yes
MAC001410,8/30/2012,2.841,0.475,1.737,17,0.465,60.976,1.137,yes
MAC002582,11/21/2013,0.117,0.212,1.198,48,0.246,10.195,0.028,no
MAC004417,6/18/2012,0.044,0.104,0.398,48,0.097,4.99,0.025,no
MAC002214,8/5/2013,0.095,0.133,0.715,48,0.132,6.363,0.037,no
MAC000897,10/12/2013,0.257,0.223,2.934,9,0.423,50.211,0.768,yes
MAC002595,2/25/2014,1.977,2.27,3.623,11,1.068,33.162,0.552,yes
MAC004633,9/27/2012,0.103,0.219,1.112,48,0.226,10.511,0.059,no
MAC004543,11/23/2012,0.282,0.373,0.714,48,0.19,17.909,0.155,no
MAC004543,7/16/2013,0.355,0.423,1.218,48,0.229,20.315,0.182,no
MAC000606,1/15/2013,2.115,0.331,1.542,14,0.878,16.76,0.43,yes
MAC003903,1/29/2013,0.477,0.662,1.662,48,0.372,31.793,0.302,no
MAC001448,6/10/2012,1.196,2.311,4.453,19,0.739,23.905,1.709,yes
MAC000897,1/23/2014,1.8,1.741,4.444,19,1.413,30.75,0.506,yes
MAC001966,6/12/2013,1.405,1.118,4.263,16,0.192,88.972,1.454,yes
MAC002599,1/18/2014,2.697,1.504,1.273,27,0.206,73.958,0.772,yes
MAC000606,5/9/2012,1.55,0.902,2.184,29,0.724,71.156,0.952,yes
MAC000897,9/6/2013,0.073,0.103,0.503,48,0.1,4.967,0.034,no
MAC002481,1/27/2013,2.173,0.566,0.949,0,0.277,18.021,1.576,yes
MAC003358,1/18/2014,0.104,0.143,0.758,48,0.129,6.873,0.053,no
MAC002575,3/20/2013,2.892,2.261,3.989,29,0.423,40.79,0.985,yes
MAC002474,2/17/2013,1.463,0.724,3.39,6,1.394,36.113,0.246,yes
MAC002595,8/22/2013,1.17,1.757,0.887,43,1.45,94.617,1.684,yes
MAC002528,4/14/2013,0.192,2.163,4.557,23,0.131,109.744,2.284,yes
MAC000897,7/3/2012,0.356,1.672,2.134,44,1.128,109.986,1.205,yes
MAC001835,9/13/2012,0.961,1.72,0.334,20,0.871,91.908,1.566,yes
MAC001966,11/3/2012,0.547,0.51,1.271,48,0.304,24.471,0.117,no
MAC002474,2/20/2014,2.266,0.737,0.906,40,0.737,77.199,1.614,yes
MAC002481,6/28/2012,0.829,0.101,0.366,13,1.004,98.662,1.926,yes
MAC001410,6/23/2012,0.231,0.281,0.806,48,0.163,13.473,0.087,no
MAC002214,12/16/2012,1.025,1.211,0.669,2,0.22,30.108,1.605,yes
MAC002606,6/10/2013,1.557,2.44,0.467,44,1.41,50.19,0.333,yes
MAC003387,1/6/2013,0.046,0.056,0.268,48,0.042,2.683,0.013,no
MAC000897,12/19/2013,1.664,0.809,3.191,41,0.636,33.31,1.789,yes
MAC001410,7/4/2012,0.088,0.173,0.964,48,0.179,8.295,0.055,no
MAC001835,8/23/2013,0.248,0.281,0.955,48,0.211,13.502,0.072,no
MAC001448,7/15/2012,0.082,0.134,0.512,48,0.127,6.438,0.042,no
MAC001410,8/7/2012,0.333,1.431,2.148,21,0.875,32.242,1.6,yes
MAC001835,6/22/2012,1.724,1.671,3.994,11,0.395,31.944,1.704,yes
MAC004408,7/26/2012,0.128,0.143,0.503,48,0.092,6.87,0.048,no
MAC000897,7/6/2013,2.732,1.109,2.719,9,1.433,107.23,0.358,yes
MAC001835,9/10/2013,1.743,0.845,0.251,2,0.596,13.894,1.926,yes
MAC002327,10/10/2012,2.44,0.338,2.448,30,1.368,41.443,2.176,yes
MAC004957,2/2/2012,0.043,0.052,0.156,48,0.041,2.497,0.006,no
MAC002214,10/1/2012,0.718,0.279,2.66,42,0.182,33.211,1.418,yes
MAC003403,11/26/2012,0.081,0.1,0.226,48,0.046,4.785,0.049,no
MAC002327,1/31/2014,2.741,1.752,0.45,41,1.027,78.849,1.836,yes
MAC005159,5/19/2013,0.176,0.186,0.262,48,0.024,8.931,0.16,no
MAC002481,8/1/2012,0.199,2.188,1.667,31,1.164,107.433,1.108,yes
MAC001410,3/19/2013,0.4,2.243,2.96,8,0.987,29.559,2.084,yes
MAC003355,12/16/2013,0.274,0.475,2.023,48,0.445,22.779,0.107,no
MAC004955,7/15/2012,0.103,0.11,0.155,48,0.017,5.281,0.096,no
MAC001966,2/10/2014,0.158,0.197,0.602,48,0.114,9.447,0.079,no
MAC002859,9/18/2012,0.101,0.158,0.874,48,0.158,7.585,0.052,no
MAC002528,12/25/2013,0.912,1.77,1.154,14,0.75,111.435,1.704,yes
MAC002474,8/26/2013,2.899,0.591,4.052,41,1.222,101.962,0.179,yes
MAC002214,9/11/2012,2.027,0.673,4.737,22,1.281,84.972,1.046,yes
MAC004955,7/10/2013,0.186,0.24,0.988,48,0.185,11.53,0.082,no
MAC004957,4/1/2012,0.042,0.05,0.159,48,0.039,2.413,0.006,no
MAC001835,4/5/2013,0.729,1.556,2.691,36,0.442,69.385,0.91,yes
MAC001966,3/3/2013,0.753,2.112,0.867,25,0.65,111.463,1.889,yes
MAC002481,10/2/2012,0.213,0.24,0.766,48,0.106,11.518,0.092,no
MAC002862,7/28/2012,0.196,0.256,1.082,48,0.241,12.278,0.041,no
MAC003365,8/3/2013,0.06,0.1,0.686,48,0.133,4.812,0.01,no
MAC004593,3/20/2013,1.63,1.557,3.554,48,0.868,74.759,0.613,no
MAC003903,6/11/2013,0.392,0.446,1.822,48,0.29,21.398,0.098,no
MAC003358,8/2/2013,0.11,0.111,0.226,48,0.033,5.329,0.058,no
MAC002474,5/30/2012,1.885,1.568,3.096,31,0.292,83.558,1.163,yes
MAC001835,2/16/2013,1.985,1.86,2.056,10,0.909,80.184,2.242,yes
MAC002575,1/9/2014,1.974,2.263,1.378,22,1.352,85.904,0.824,yes
MAC002474,1/17/2013,2.514,1.467,1.059,34,0.015,70.174,1.339,yes
MAC002474,10/14/2013,1.639,1.007,1.222,33,0.07,50.664,0.173,yes
MAC002859,2/21/2013,2.441,0.844,1.093,20,0.84,112.44,1.851,yes
MAC002575,10/16/2012,0.112,0.157,0.975,48,0.174,7.54,0.043,no
MAC002474,5/14/2012,0.54,0.026,4.188,31,0.311,108.77,0.102,yes
MAC001410,3/28/2013,0.095,2.429,0.931,45,1.44,32.604,0.524,yes
MAC003387,9/14/2013,0.066,0.075,0.248,48,0.045,3.595,0.025,no
MAC000897,10/19/2013,0.084,0.109,0.548,48,0.085,5.226,0.031,no
MAC002575,5/15/2013,1.678,1.318,4.032,39,1.188,26.004,0.775,yes
MAC002599,12/1/2012,0.283,0.36,1.572,48,0.311,17.286,0.086,no
MAC001448,9/19/2013,2.966,0.729,4.455,30,1.335,23.482,0.379,yes
MAC002595,10/3/2013,1.72,0.677,2.482,4,0.509,60.274,0.922,yes
MAC002595,12/22/2013,1.674,0.979,0.369,0,0.712,105.715,1.377,yes
MAC000897,12/2/2013,0.067,0.078,0.193,48,0.043,3.733,0.03,no
MAC002327,5/8/2013,1.673,1.907,0.352,32,1.151,96.332,1.512,yes
MAC003225,11/19/2012,0.209,0.219,0.584,48,0.113,10.529,0.088,no
MAC005172,12/22/2012,0.127,0.242,1.352,48,0.264,11.609,0.035,no
MAC000897,4/29/2013,2.462,1.731,2.716,37,0.636,68.112,1.178,yes
MAC001410,12/19/2012,0.074,0.299,2.764,27,1.163,0.943,0.477,yes
MAC001448,10/8/2012,0.098,0.112,0.263,48,0.056,5.352,0.04,no
MAC003387,10/17/2012,0.049,0.065,0.246,48,0.043,3.113,0.018,no
MAC004287,5/16/2013,0.106,0.195,0.968,48,0.185,9.345,0.067,no
MAC002575,8/29/2013,0.687,0.456,2.137,33,1.023,14.303,1.876,yes
MAC002582,3/3/2013,0.965,0.971,0.446,37,0.273,20.438,0.359,yes
MAC002214,7/14/2013,1.819,2.337,2.219,13,0.537,27.805,1.836,yes
MAC001410,7/17/2013,0.337,2.113,3.844,18,0,36.258,0.891,yes
MAC004287,9/7/2013,0.087,0.181,0.577,48,0.138,8.687,0.064,no
MAC002599,2/26/2013,1.527,0.126,3.53,44,1.17,65.158,0.566,yes
MAC002582,11/18/2013,0.953,0.109,0.309,37,1.136,95.084,0.999,yes
MAC002859,7/4/2012,0.118,0.202,1.095,48,0.219,9.69,0.054,no
MAC001966,6/1/2013,1.614,0.329,1.501,39,0.967,106.742,1.983,yes
MAC005172,8/21/2012,0.061,0.098,0.427,48,0.092,4.693,0.025,no
MAC002528,12/12/2012,0.583,0.388,0.644,43,1.14,116.412,0.348,yes
MAC004287,7/22/2013,0.107,0.212,0.955,48,0.211,10.192,0.083,no
MAC003607,1/24/2014,0.292,0.668,2.015,48,0.64,32.068,0.074,no
MAC003876,11/4/2013,0.352,0.441,1.229,48,0.215,21.15,0.269,no
MAC002327,11/7/2013,3.001,1.652,2.042,45,0.173,23.682,0.535,yes
MAC002481,9/30/2012,0.62,2.376,1.437,3,0.75,107.059,0.206,yes
MAC001835,4/25/2013,0.225,0.267,1.055,48,0.199,12.826,0.059,no
MAC002481,10/27/2013,2.11,2.15,3.953,13,1.009,18.819,0.431,yes
MAC002582,4/25/2013,2.017,1.787,3.384,30,0.038,57.78,1.47,yes
MAC002862,8/29/2013,0.157,0.21,1.175,48,0.213,10.077,0.041,no
MAC003580,11/26/2012,0.079,0.143,0.554,48,0.12,6.846,0.034,no
MAC000606,9/17/2012,0.151,0.155,0.348,48,0.077,7.421,0.044,no
MAC002481,10/3/2013,1.26,0.89,1.231,22,0.458,114.876,1.426,yes
MAC001448,10/3/2012,2.879,2.02,4.15,27,0.316,60.333,1.4,yes
MAC003387,11/10/2012,0.047,0.065,0.329,48,0.054,3.104,0.021,no
MAC002327,8/5/2012,1.069,0.977,0.828,8,0.012,21.14,0.444,yes
MAC002214,2/4/2014,0.657,2.446,2.881,35,1.03,114.921,1.356,yes
MAC001410,9/10/2013,0.211,0.254,0.793,48,0.199,12.201,0.051,no
MAC003908,11/21/2012,0.092,0.117,0.477,48,0.089,5.618,0.03,no
MAC005172,11/29/2013,0.077,0.187,0.594,48,0.16,8.964,0.034,no
MAC002595,11/17/2013,0.815,1.052,4.086,10,1.335,11.589,0.798,yes
MAC001835,7/19/2013,1.399,0.243,3.461,45,0.509,113.901,1.185,yes
MAC002859,7/14/2013,0.088,0.15,0.642,48,0.163,7.199,0.053,no
MAC004417,4/13/2012,0.086,0.1,0.487,48,0.096,4.785,0.014,no
MAC002859,4/9/2013,2.172,2.054,3.447,36,0.65,6.439,0.586,yes
MAC002327,8/31/2012,1.665,1.144,1.891,7,0.05,7.384,0.547,yes
MAC002327,10/11/2012,2.864,1.326,0.251,20,1.377,12.741,0.764,yes
MAC003822,6/15/2013,0.093,0.101,0.342,48,0.054,4.844,0.029,no
MAC000897,9/20/2013,1.619,0.81,4.052,38,1.346,78.991,1.539,yes
MAC005159,11/14/2012,0.317,0.488,1.227,48,0.346,23.446,0.161,no
MAC001835,3/25/2013,1.819,1.51,0.108,6,0.912,25.918,1.2,yes
MAC002606,1/16/2013,0.182,0.215,0.914,48,0.163,10.341,0.041,no
MAC002214,10/30/2013,0.471,2.276,1.872,4,1.208,47.135,1.608,yes
MAC003900,11/16/2012,0.19,0.227,1.111,48,0.163,10.88,0.071,no
MAC001410,6/12/2013,1.342,0.187,1.384,13,0.769,72.302,0.222,yes
MAC000897,9/21/2012,0.354,0.865,3.814,46,0.558,44.044,1.161,yes
MAC001835,6/26/2012,1.196,1.012,3.878,17,0.755,48.667,0.744,yes
MAC003173,1/11/2014,0.157,0.178,0.378,48,0.079,8.547,0.044,no
MAC002582,5/14/2013,2.258,1.295,1.209,15,0.646,112.125,2.163,yes
MAC002481,9/22/2012,0.213,0.276,1.181,48,0.215,13.235,0.105,no
MAC002481,10/13/2013,1.878,1.448,3.002,3,0.813,109.285,0.735,yes
MAC002575,12/21/2012,0.388,0.893,3.642,41,0.504,52.846,0.563,yes
MAC002214,4/15/2013,2.81,0.787,2.356,6,0.391,95.659,0.739,yes
MAC002481,11/3/2013,2.864,0.762,2.269,3,0.5,12.867,0.131,yes
MAC002575,12/30/2012,0.117,0.185,0.828,48,0.175,8.884,0.043,no
MAC004567,6/1/2012,0.173,0.242,1.161,48,0.203,11.597,0.059,no
MAC005159,8/26/2012,0.219,0.282,1.062,48,0.176,13.519,0.166,no
MAC002474,10/15/2013,2.094,0.07,3.323,34,0.235,4.473,0.802,yes
MAC004593,1/25/2014,1.804,1.661,2.899,48,0.529,79.731,0.966,no
MAC003221,2/27/2014,0.127,0.157,0.444,48,0.098,7.524,0.059,no
MAC000897,2/19/2014,1.793,1.483,2.384,45,0.522,40.294,0.071,yes
MAC001966,8/10/2013,0.472,1.262,3.012,37,0.985,37.28,2.009,yes
MAC002859,9/12/2013,0.138,0.219,1.03,48,0.209,10.529,0.056,no
MAC004417,12/27/2012,0.105,0.157,0.834,48,0.144,7.548,0.021,no
MAC002595,12/17/2012,2.813,0.268,4.346,17,0.096,10.851,2.067,yes
MAC003387,12/11/2012,0.066,0.066,0.066,1,,0.066,0.066,no
MAC002481,3/18/2013,1.344,1.482,3.548,46,0.59,22.673,2.105,yes
MAC002582,10/6/2012,1.831,1.104,2.988,40,0.569,75.16,1.503,yes
MAC004408,12/11/2012,0.157,0.22,0.826,48,0.183,10.567,0.044,no
MAC002595,11/16/2012,0.25,0.91,2.996,21,0.696,79.113,1.091,yes
MAC002214,5/9/2013,2.455,1.153,1.775,22,0.043,65.957,1.976,yes
MAC001410,1/1/2013,2.09,1.495,3.216,8,0.418,29.879,1.307,yes
MAC001835,2/12/2014,0.311,0.359,1.314,48,0.267,17.211,0.049,no
MAC001966,12/27/2012,0.041,0.276,2.162,27,0.428,88.42,0.363,yes
MAC004957,7/3/2013,0.026,0.035,0.122,48,0.031,1.663,0,no
MAC000897,1/4/2013,1.778,1.014,4.622,35,0.917,65.609,1.103,yes
MAC002474,1/13/2014,1.239,1.997,1.084,6,1.355,38.245,0.847,yes
MAC002595,3/23/2013,2.706,0.92,1.476,31,1.125,77.695,0.878,yes
MAC002575,7/12/2013,0.082,0.093,0.208,48,0.034,4.442,0.053,no
MAC005172,10/23/2013,0.068,0.145,0.599,48,0.137,6.952,0.032,no
MAC002528,11/26/2013,0.397,0.718,0.802,25,0.714,75.213,0.729,yes
MAC003580,3/27/2013,0.075,0.088,0.235,48,0.042,4.2,0.044,no
MAC001966,9/18/2013,0.19,0.312,1.591,48,0.313,14.993,0.083,no
MAC002595,8/27/2012,2.327,1.546,0.354,44,1.081,83.252,0.005,yes
MAC002582,4/23/2013,0.078,0.143,0.819,48,0.161,6.885,0.034,no
MAC002474,10/15/2012,2.458,1.157,3.425,36,0.235,0.126,0.54,yes
MAC002327,9/14/2013,2.497,0.205,4.083,0,0.346,116.774,2.29,yes
MAC001966,4/20/2013,0.305,0.387,1.165,48,0.219,18.56,0.096,no
MAC005159,2/13/2013,0.314,0.454,1.673,48,0.295,21.781,0.242,no
MAC001966,12/28/2013,2.776,0.978,0.098,1,0.812,82.077,1.948,yes
MAC001966,3/15/2013,0.257,0.366,1.157,48,0.248,17.576,0.142,no
MAC002214,8/3/2013,0.071,0.101,0.255,48,0.063,4.841,0.038,no
MAC002474,8/17/2012,0.053,0.047,0.149,48,0.024,2.241,0.013,no
MAC000897,11/12/2012,2.811,1.541,2.304,38,1.349,63.988,0.367,yes
MAC002214,2/3/2013,0.904,0.731,3.912,42,0.259,62.084,1.827,yes
MAC001966,1/25/2014,0.202,1.437,3.446,39,0.267,12.927,0.78,yes
MAC000606,12/18/2012,0.201,0.209,0.424,48,0.092,10.021,0.05,no
MAC002582,10/10/2012,1.445,2.392,0.111,44,1.004,108.914,0.241,yes
MAC004287,6/12/2012,0.213,0.264,0.784,48,0.145,12.672,0.136,no
MAC002575,1/31/2014,1.608,0.691,1.642,18,1.135,65.651,1.27,yes
MAC002582,12/13/2012,1.069,1.951,1.264,17,0.932,34.739,0.303,yes
MAC003900,11/20/2012,0.131,0.207,0.955,48,0.196,9.931,0.063,no
MAC003441,11/12/2013,0.295,0.31,0.914,48,0.15,14.867,0.156,no
MAC001448,6/4/2012,0.104,0.099,0.21,48,0.047,4.761,0.023,no
MAC001448,6/27/2012,0.101,0.107,0.255,48,0.05,5.155,0.038,no
MAC001966,3/2/2013,0.934,0.318,3.137,20,0.967,101.801,0.636,yes
MAC002575,5/11/2013,1.518,0.189,0.971,21,0.266,109.782,1.504,yes
MAC003903,4/19/2013,0.566,0.781,2.409,48,0.502,37.501,0.293,no
MAC004955,1/23/2012,0.285,0.45,1.636,25,0.389,11.243,0.136,no
MAC001966,7/22/2013,2.356,1.16,4.774,47,0.891,68.164,1.712,yes
MAC002474,10/22/2012,0.045,0.069,0.841,48,0.123,3.316,0.01,no
MAC002575,4/14/2013,0.061,1.172,0.19,27,0.465,18.135,1.007,yes
MAC003365,10/31/2013,0.047,0.102,1.11,48,0.183,4.919,0.01,no
MAC003358,6/15/2013,0.1,0.132,0.951,48,0.131,6.348,0.049,no
MAC002327,3/17/2013,0.289,0.321,0.862,48,0.205,15.423,0.097,no
MAC002595,11/30/2012,1.506,0.387,1.738,28,1.303,81.353,0.216,yes
MAC003173,1/21/2013,0.246,0.439,1.661,48,0.413,21.095,0.088,no
MAC002575,1/13/2014,1.603,1.103,1.276,14,0.807,67.125,0.868,yes
MAC001835,7/28/2012,0.265,0.326,1.052,48,0.25,15.634,0.069,no
MAC000897,3/8/2013,0.106,0.122,0.694,48,0.106,5.848,0.037,no
MAC002474,7/10/2012,1.458,1.339,3.999,43,1.335,79.525,0.145,yes
MAC001966,8/15/2013,0.946,0.717,1.012,38,1.417,45.032,0.745,yes
MAC003822,11/24/2013,0.077,0.114,0.315,48,0.068,5.455,0.06,no
MAC004957,1/19/2013,0.049,0.065,0.481,48,0.082,3.135,0,no
MAC003876,12/19/2013,0.491,0.673,1.638,48,0.425,32.328,0.265,no
MAC004955,7/30/2013,0.097,0.096,0.173,48,0.019,4.63,0.069,no
MAC000606,5/28/2012,0.939,0.321,3.663,22,0.922,56.039,1.852,yes
MAC002599,11/2/2013,0.223,0.257,0.841,48,0.156,12.352,0.087,no
MAC004832,8/16/2012,0.169,0.19,0.826,48,0.157,9.106,0.026,no
MAC004417,7/21/2013,0.065,0.111,0.617,48,0.123,5.342,0.027,no
MAC003225,1/7/2014,0.21,0.269,1.099,48,0.194,12.935,0.092,no
MAC002481,11/11/2013,2.507,2.342,3.367,21,0.002,75.582,1.469,yes
MAC002214,1/8/2013,0.225,0.394,1.614,48,0.402,18.935,0.05,no
MAC002606,7/8/2013,2.98,1.61,0.848,29,0.046,96.342,0.524,yes
MAC004408,3/31/2013,0.163,0.169,0.904,48,0.139,8.112,0.038,no
MAC001448,8/14/2012,0.305,1.593,1.144,4,1.324,100.783,2.082,yes
MAC002214,12/6/2013,0.111,0.207,0.759,48,0.184,9.93,0.056,no
MAC003387,6/8/2013,0.054,0.081,0.35,48,0.065,3.875,0.018,no
MAC004957,4/11/2013,0.044,0.05,0.176,48,0.044,2.417,0,no
MAC002595,8/31/2012,2.694,0.315,4.038,2,1.323,58.597,1.346,yes
MAC004832,11/19/2013,0.199,0.221,1.198,48,0.198,10.614,0.029,no
MAC002599,9/14/2012,0.134,0.164,0.622,48,0.116,7.893,0.096,no
MAC002599,3/6/2013,2.535,0.466,0.292,28,0.907,28.3,0.182,yes
MAC003365,2/3/2013,0.068,0.11,0.644,48,0.129,5.259,0.017,no
MAC001966,10/15/2012,0.325,0.514,2.081,48,0.41,24.687,0.101,no
MAC002575,2/7/2013,1.617,0.009,3.432,44,1.085,13.125,2.26,yes
MAC003903,4/16/2013,0.496,0.546,1.588,48,0.285,26.23,0.216,no
MAC000897,1/13/2014,1.737,1.875,2.323,3,0.741,109.685,2.057,yes
MAC002582,11/7/2013,0.891,0.592,3.694,17,0.838,67.666,1.825,yes
MAC000606,5/24/2012,0.104,0.626,4.664,25,1.315,5.005,1.283,yes
MAC002474,5/4/2012,0.028,0.047,0.627,48,0.091,2.237,0.011,no
MAC002595,12/13/2012,0.171,0.186,0.549,48,0.122,8.925,0.033,no
MAC000606,12/13/2012,2.797,0.792,4.322,40,0.93,6.804,1.827,yes
MAC003173,12/6/2013,0.172,0.188,0.581,48,0.095,9.001,0.046,no
MAC003403,7/6/2013,0.09,0.118,0.667,48,0.101,5.681,0.054,no
MAC001835,1/19/2013,0.341,0.421,1.549,48,0.331,20.197,0.051,no
MAC004408,7/14/2013,0.125,0.146,0.409,48,0.089,6.984,0.04,no
MAC000606,5/28/2012,0.148,0.155,0.378,48,0.075,7.418,0.05,no
MAC003900,12/23/2013,0.315,0.461,2.534,48,0.459,22.118,0.068,no
MAC003358,12/4/2013,0.118,0.155,1.002,48,0.151,7.44,0.046,no
MAC001966,2/28/2014,0.545,0.545,0.545,1,,0.545,0.545,no
MAC004955,1/5/2014,0.113,0.12,0.165,48,0.025,5.772,0.086,no
MAC004593,5/22/2013,1.272,1.305,3.342,48,0.561,62.651,0.633,no
MAC004957,12/14/2013,0.054,0.055,0.162,48,0.039,2.617,0.001,no
MAC002327,1/6/2014,0.928,2.203,4.366,47,0.198,56.227,1.083,yes
MAC002481,6/16/2012,0.339,1.693,4.357,37,0.539,99.915,1.043,yes
MAC004957,8/25/2013,0.042,0.043,0.12,48,0.029,2.048,0,no
MAC002599,8/28/2012,2.864,2.22,3.214,23,0.937,65.407,1.492,yes
MAC002859,10/23/2012,2.692,0.808,0.601,33,0.62,47.788,0.58,yes
MAC005159,6/4/2012,0.198,0.245,0.749,48,0.117,11.736,0.167,no
MAC004287,9/26/2012,0.063,0.061,0.082,48,0.012,2.907,0.038,no
MAC002575,12/9/2013,1.642,1.588,2.849,24,0.013,100.772,0.826,yes
MAC002575,12/1/2012,0.105,0.167,0.973,48,0.192,8.039,0.043,no
MAC002606,11/11/2013,1.565,2.219,3.128,32,1.316,102.013,0.736,yes
MAC004567,4/3/2012,0.088,0.094,0.19,48,0.036,4.488,0.046,no
MAC002606,7/9/2013,2.86,1.528,3.223,40,1.211,94.472,0.399,yes
MAC003607,12/15/2012,0.124,0.184,0.77,48,0.137,8.847,0.053,no
MAC002575,1/1/2014,0.094,2.45,3.967,42,0.676,38.774,1.056,yes
MAC002582,8/22/2013,1.028,1.044,0.419,14,1.369,88.464,0.132,yes
MAC001966,4/19/2013,1.565,0.358,4.73,16,0.255,67.781,0.495,yes
MAC001966,5/29/2013,0.763,1.373,4.314,27,0.797,83.919,0.463,yes
MAC005172,8/5/2013,0.07,0.191,2.437,48,0.387,9.162,0.031,no
MAC003908,11/30/2012,0.065,0.123,1.04,48,0.173,5.908,0.029,no
MAC002599,9/29/2012,0.189,0.249,0.54,48,0.139,11.969,0.077,no
MAC003221,1/15/2013,0.145,0.151,0.442,47,0.07,7.09,0.086,no
MAC000897,2/4/2013,2.012,2.227,2.672,27,0.423,110.387,0.897,yes
MAC002595,6/15/2013,1.018,1.249,2.007,24,0.859,67.666,0.469,yes
MAC002481,11/21/2013,0.72,2.217,0.449,32,0.843,113.547,1.706,yes
MAC001966,7/21/2012,0.826,0.861,1.181,36,0.737,76.835,0.574,yes
MAC004543,8/4/2013,0.198,0.193,0.241,48,0.029,9.272,0.134,no
MAC002474,9/2/2013,0.851,0.741,0.295,33,0.328,100.551,0.324,yes
MAC001410,9/30/2012,0.148,0.331,1.192,48,0.343,15.888,0.045,no
MAC002862,11/21/2013,0.234,0.458,2.453,48,0.568,21.991,0.035,no
MAC002582,10/3/2012,1.82,1.783,4.856,2,0.135,36.045,1.846,yes
MAC002474,5/13/2012,0.13,1.265,1.933,32,0.021,89.842,0.952,yes
MAC003173,4/14/2013,0.154,0.167,0.34,48,0.058,8.003,0.086,no
MAC002214,11/16/2012,2.8,1.619,0.336,37,1.373,92.467,0.929,yes
MAC000897,2/14/2013,0.622,0.143,3.622,32,0.64,101.174,1.624,yes
MAC003221,9/2/2013,0.063,0.097,0.343,47,0.076,4.557,0.057,no
MAC002327,11/21/2012,0.241,1.339,0.267,7,1.168,110.014,0.446,yes
MAC002582,10/11/2012,0.12,0.22,1.053,48,0.229,10.56,0.038,no
MAC004955,7/19/2013,0.1,0.099,0.16,48,0.019,4.759,0.072,no
MAC003822,4/9/2013,0.097,0.104,0.197,48,0.054,5.005,0.029,no
MAC001835,8/18/2012,1.609,2.305,0.437,19,0.806,116.411,1.359,yes
MAC002582,9/14/2012,0.069,2.393,2.752,12,1.089,108.795,0.294,yes
MAC002474,4/25/2013,1.001,0.215,1.127,2,0.696,13.449,1.261,yes
MAC001835,9/17/2013,0.089,0.127,0.326,48,0.087,6.081,0.053,no
MAC002595,8/20/2013,0.123,0.141,0.672,48,0.11,6.749,0.03,no
MAC003221,12/8/2012,0.097,0.127,0.276,48,0.059,6.103,0.079,no
MAC002474,2/7/2014,0.038,0.046,0.207,48,0.043,2.213,0.008,no
MAC002214,8/26/2013,1.198,0.588,0.55,21,0.297,37.921,0.36,yes
MAC003211,5/14/2013,0.246,0.288,0.745,48,0.161,13.823,0.072,no
MAC002327,6/3/2012,0.077,1.506,4.779,40,1.356,43.727,1.454,yes
MAC003221,6/4/2013,0.066,0.087,0.421,48,0.062,4.157,0.057,no
MAC001835,10/29/2013,1.789,2.45,4.222,22,1.39,89.31,0.488,yes
MAC001835,9/6/2012,2.378,1.832,2.762,0,0.13,115.43,2.135,yes
MAC003908,2/15/2013,0.08,0.104,0.362,48,0.07,5.004,0.028,no
MAC002595,1/11/2014,2.782,2.404,1.033,7,0.894,50.558,0.563,yes
MAC003427,9/26/2013,0.205,0.297,1.697,48,0.319,14.275,0.114,no
MAC000897,5/13/2012,0.747,0.244,0.762,1,1.392,22.791,0.487,yes
MAC002327,12/2/2013,0.361,0.491,1.726,48,0.418,23.571,0.108,no
MAC002582,9/2/2012,1.176,0.861,1.885,19,0.851,5.147,0.77,yes
MAC002606,5/21/2013,0.338,1.227,0.043,41,0.607,86.59,1.866,yes
MAC003876,6/20/2013,0.046,0.05,0.073,48,0.011,2.383,0.032,no
MAC002582,1/26/2014,1.016,1.926,4.37,7,1.214,40.255,1.899,yes
MAC002582,7/12/2012,2.032,0.346,1.167,35,1.125,39.32,1.761,yes
MAC001410,1/19/2014,0.239,1.025,4.856,26,1.286,76.644,0.653,yes
MAC002575,12/31/2013,2.379,0.856,2.226,40,0.517,103.963,0.187,yes
MAC002582,11/17/2012,0.641,1.941,0.914,42,0.442,76.55,0.443,yes
MAC004957,2/18/2012,0.056,0.059,0.154,48,0.037,2.855,0.006,no
MAC002575,2/11/2014,0.992,0.694,4.865,10,0.184,40.672,0.277,yes
MAC002214,1/23/2014,0.141,0.18,0.706,48,0.143,8.641,0.042,no
MAC004957,7/26/2012,0.031,0.039,0.136,48,0.033,1.85,0,no
MAC001966,5/7/2013,2.623,0.024,0.486,2,1.138,36.083,1.218,yes
MAC002599,6/12/2013,2.277,1.55,0.519,23,1.138,65.96,1.499,yes
MAC004408,11/15/2012,0.233,0.229,0.781,48,0.172,11.012,0.042,no
MAC002862,12/5/2013,0.379,0.602,2.088,48,0.628,28.901,0.043,no
MAC001966,9/18/2013,0.094,0.546,3.171,42,0.958,9.088,2.062,yes
MAC003900,2/14/2013,0.198,0.222,1.011,48,0.149,10.644,0.069,no
MAC002528,6/12/2013,2.758,1.631,4.456,38,0.907,62.363,0.731,yes
MAC004543,11/21/2012,0.494,0.489,1.008,48,0.221,23.489,0.172,no
MAC001410,4/15/2013,0.246,0.916,3.793,35,1.035,54.681,0.093,yes
MAC002606,8/3/2012,0.275,0.394,2.054,48,0.35,18.908,0.108,no
